"Trending Date",Country,"Category ID","Comment Count",Title,Likes,"Channel ID",Dislikes,"Publish Date","Video ID",Views
2018-04-14,"Great Britain",10,7030,"He Was Never There, Docupoem",98965,14266,1035,2018-04-09,ZHBYGpAlNog,1389743
2018-04-15,"Great Britain",10,7055,"He Was Never There, Docupoem",99629,14266,1047,2018-04-09,ZHBYGpAlNog,1410313
2018-04-16,"Great Britain",10,7059,"He Was Never There, Docupoem",100305,14266,1058,2018-04-09,ZHBYGpAlNog,1430375
2018-04-17,"Great Britain",10,7068,"He Was Never There, Docupoem",100668,14266,1075,2018-04-09,ZHBYGpAlNog,1443655
2018-04-18,"Great Britain",10,7090,"He Was Never There, Docupoem",100924,14266,1081,2018-04-09,ZHBYGpAlNog,1453522
2018-04-19,"Great Britain",10,7075,"He Was Never There, Docupoem",101165,14266,1080,2018-04-09,ZHBYGpAlNog,1462218
2018-04-20,"Great Britain",10,7083,"He Was Never There, Docupoem",101428,14266,1082,2018-04-09,ZHBYGpAlNog,1470039
2018-04-21,"Great Britain",10,7082,"He Was Never There, Docupoem",101624,14266,1086,2018-04-09,ZHBYGpAlNog,1476745
2018-05-19,India,1,685,"Pyaar Lafzon Mein Kahan Episode 63 Promo 2",2932,12134,72,2018-05-17,zH5v0rJeAYY,305129
2018-05-20,India,1,800,"Pyaar Lafzon Mein Kahan Episode 63 Promo 2",3145,12134,82,2018-05-17,zH5v0rJeAYY,363616
2018-04-30,Denmark,17,2058,"Fiorentina Napoli 3-0 Highlights 29/04/2018 ITA",9067,5783,534,2018-04-29,zgmTj5rPy5w,890083
2018-04-17,Canada,24,2399,"BeyoncÃ© Owns Coachella",3909,15355,422,2018-04-17,zGiD886UkBE,186100
2018-04-18,Canada,24,4810,"BeyoncÃ© Owns Coachella",8793,15355,1186,2018-04-17,zGiD886UkBE,754928
2018-05-08,Denmark,22,1009,"Ã‡ukur 28. BÃ¶lÃ¼m",4934,1312,333,2018-05-07,ZGFbwB0A_8I,310018
2018-05-09,Denmark,22,2012,"Ã‡ukur 28. BÃ¶lÃ¼m",11927,1312,1060,2018-05-07,ZGFbwB0A_8I,1236573
2018-05-10,Denmark,22,2318,"Ã‡ukur 28. BÃ¶lÃ¼m",13770,1312,1332,2018-05-07,ZGFbwB0A_8I,1615412
2018-05-11,Denmark,22,2541,"Ã‡ukur 28. BÃ¶lÃ¼m",14842,1312,1485,2018-05-07,ZGFbwB0A_8I,1867053
2018-05-02,US,27,618,"Do Surgical Masks Really Protect You from the Flu?",5808,12977,377,2018-04-28,zg4Xg7_u3sE,140839
2018-05-03,US,27,621,"Do Surgical Masks Really Protect You from the Flu?",5926,12977,384,2018-04-28,zg4Xg7_u3sE,144252
2018-05-04,US,27,624,"Do Surgical Masks Really Protect You from the Flu?",6011,12977,389,2018-04-28,zg4Xg7_u3sE,146681
2018-05-12,India,23,151,"If Indian Moms Had Superpowers | Being Indian",2175,2687,341,2018-05-11,Zg_IUJwgvTE,34414
2018-05-09,Canada,26,1828,"Giant Slime Stress Ball / 6 Giant Stress Relievers",16040,14695,1081,2018-05-08,ZfUyn42jeqk,975552
2018-05-10,India,26,3243,"Giant Slime Stress Ball / 6 Giant Stress Relievers",29567,14695,2523,2018-05-08,ZfUyn42jeqk,2807451
2018-05-11,India,26,3745,"Giant Slime Stress Ball / 6 Giant Stress Relievers",34652,14695,3099,2018-05-08,ZfUyn42jeqk,3602745
